date,ten_year_yield,two_year_yield
10/20/1992,6.86,4.34
10/21/1992,6.8,4.29
10/22/1992,6.74,4.24
10/23/1992,6.83,4.37
10/26/1992,6.83,4.39
10/27/1992,6.78,4.32
10/28/1992,6.76,4.33
10/29/1992,6.71,4.33
10/30/1992,6.8,4.4
11/2/1992,6.88,4.47
11/3/1992,6.87,4.44
11/4/1992,6.89,4.44
11/5/1992,6.87,4.39
11/6/1992,6.97,4.48
11/9/1992,7,4.57
11/10/1992,6.91,4.5
11/11/1992,NULL,NULL
11/12/1992,6.79,4.44
11/13/1992,6.82,4.54
11/16/1992,6.9,4.68
11/17/1992,6.86,4.67
11/18/1992,6.78,4.58
11/19/1992,6.81,4.59
11/20/1992,6.84,4.66
11/23/1992,6.86,4.69
11/24/1992,6.82,4.61
11/25/1992,6.84,4.7
11/26/1992,NULL,NULL
11/27/1992,6.93,4.77
11/30/1992,6.95,4.79
12/1/1992,6.94,4.81
12/2/1992,6.93,4.81
12/3/1992,6.91,4.78
12/4/1992,6.84,4.7
12/7/1992,6.78,4.62
12/8/1992,6.73,4.59
12/9/1992,6.76,4.61
12/10/1992,6.77,4.67
12/11/1992,6.8,4.78
12/14/1992,6.83,4.8
12/15/1992,6.83,4.77
12/16/1992,6.77,4.67
12/17/1992,6.77,4.69
12/18/1992,6.76,4.66
12/21/1992,6.71,4.64
12/22/1992,6.65,4.64
12/23/1992,6.68,4.63
12/24/1992,6.69,4.6
12/25/1992,NULL,NULL
12/28/1992,6.72,4.64
12/29/1992,6.69,4.61
12/30/1992,6.68,4.54
12/31/1992,6.7,4.56
1/1/1993,NULL,NULL
1/4/1993,6.6,4.48
1/5/1993,6.61,4.48
1/6/1993,6.63,4.52
1/7/1993,6.76,4.64
1/8/1993,6.75,4.5
1/11/1993,6.71,4.48
1/12/1993,6.72,4.48
1/13/1993,6.71,4.46
1/14/1993,6.65,4.4
1/15/1993,6.6,4.31
1/18/1993,NULL,NULL
1/19/1993,6.59,4.39
1/20/1993,6.61,4.41
1/21/1993,6.6,4.36
1/22/1993,6.57,4.3
1/25/1993,6.48,4.26
1/26/1993,6.5,4.3
1/27/1993,6.48,4.24
1/28/1993,6.44,4.2
1/29/1993,6.39,4.2
2/1/1993,6.38,4.19
2/2/1993,6.46,4.25
2/3/1993,6.45,4.27
2/4/1993,6.39,4.19
2/5/1993,6.32,4.07
2/8/1993,6.37,4.16
2/9/1993,6.41,4.2
2/10/1993,6.4,4.27
2/11/1993,6.37,4.2
2/12/1993,6.35,4.2
2/15/1993,NULL,NULL
2/16/1993,6.34,4.14
2/17/1993,6.28,4.06
2/18/1993,6.17,3.95
2/19/1993,6.15,3.99
2/22/1993,6.09,3.99
2/23/1993,5.92,3.9
2/24/1993,6.01,3.97
2/25/1993,6.03,3.95
2/26/1993,6.03,3.92
3/1/1993,5.94,3.88
3/2/1993,5.95,3.88
3/3/1993,5.88,3.81
3/4/1993,5.83,3.75
3/5/1993,5.9,3.91
3/8/1993,5.85,3.97
3/9/1993,5.91,4.02
3/10/1993,5.97,4.05
3/11/1993,5.96,4.01
3/12/1993,6.11,4.11
3/15/1993,6.17,4.1
3/16/1993,6.06,4.02
3/17/1993,6.02,3.98
3/18/1993,5.93,3.91
3/19/1993,5.95,3.95
3/22/1993,5.96,3.92
3/23/1993,5.91,3.88
3/24/1993,5.95,3.93
3/25/1993,5.98,3.92
3/26/1993,6.09,4.02
3/29/1993,6.06,3.95
3/30/1993,6.02,3.91
3/31/1993,6.03,3.96
4/1/1993,6.06,3.94
4/2/1993,6.16,3.99
4/5/1993,6.13,3.96
4/6/1993,6.08,3.93
4/7/1993,6.07,3.93
4/8/1993,5.97,3.85
4/9/1993,NULL,NULL
4/12/1993,5.92,3.82
4/13/1993,5.93,3.82
4/14/1993,5.9,3.78
4/15/1993,5.88,3.79
4/16/1993,5.89,3.8
4/19/1993,5.87,3.78
4/20/1993,5.87,3.78
4/21/1993,5.86,3.77
4/22/1993,5.85,3.75
4/23/1993,5.89,3.75
4/26/1993,5.94,3.79
4/27/1993,6.02,3.88
4/28/1993,6.03,3.86
4/29/1993,5.99,3.79
4/30/1993,6.05,3.83
5/3/1993,5.96,3.75
5/4/1993,5.92,3.75
5/5/1993,5.93,3.8
5/6/1993,5.89,3.8
5/7/1993,5.92,3.79
5/10/1993,5.89,3.79
5/11/1993,5.89,3.79
5/12/1993,5.96,3.82
5/13/1993,6.02,3.91
5/14/1993,6.03,3.97
5/17/1993,6.07,4.05
5/18/1993,6.15,4.08
5/19/1993,6.11,4.03
5/20/1993,6.09,4.03
5/21/1993,6.16,4.14
5/24/1993,6.16,4.19
5/25/1993,6.17,4.19
5/26/1993,6.12,4.2
5/27/1993,6.11,4.22
5/28/1993,6.16,4.24
5/31/1993,NULL,NULL
6/1/1993,6.07,4.16
6/2/1993,6.06,4.18
6/3/1993,6.02,4.14
6/4/1993,6.11,4.31
6/7/1993,6.08,4.3
6/8/1993,6.09,4.33
6/9/1993,6.07,4.29
6/10/1993,6.07,4.29
6/11/1993,5.97,4.15
6/14/1993,5.97,4.13
6/15/1993,5.96,4.11
6/16/1993,5.96,4.09
6/17/1993,5.93,4.08
6/18/1993,5.97,4.16
6/21/1993,5.92,4.16
6/22/1993,5.91,4.15
6/23/1993,5.91,4.2
6/24/1993,5.88,4.15
6/25/1993,5.84,4.1
6/28/1993,5.8,4.06
6/29/1993,5.79,4.03
6/30/1993,5.8,4.03
7/1/1993,5.8,3.99
7/2/1993,5.76,3.93
7/5/1993,NULL,NULL
7/6/1993,5.8,4
7/7/1993,5.8,4
7/8/1993,5.78,4
7/9/1993,5.76,3.98
7/12/1993,5.75,3.99
7/13/1993,5.78,4.04
7/14/1993,5.72,3.97
7/15/1993,5.72,3.99
7/16/1993,5.71,3.99
7/19/1993,5.71,3.99
7/20/1993,5.75,4.09
7/21/1993,5.83,4.15
7/22/1993,5.9,4.22
7/23/1993,5.95,4.25
7/26/1993,5.93,4.22
7/27/1993,5.92,4.25
7/28/1993,5.9,4.21
7/29/1993,5.81,4.12
7/30/1993,5.83,4.13
8/2/1993,5.85,4.19
8/3/1993,5.83,4.17
8/4/1993,5.87,4.16
8/5/1993,5.86,4.12
8/6/1993,5.86,4.09
8/9/1993,5.82,4.06
8/10/1993,5.82,4.1
8/11/1993,5.75,4.1
8/12/1993,5.77,4.06
8/13/1993,5.72,4
8/16/1993,5.68,3.98
8/17/1993,5.7,4.02
8/18/1993,5.69,3.98
8/19/1993,5.64,3.93
8/20/1993,5.61,3.93
8/23/1993,5.6,3.97
8/24/1993,5.54,3.89
8/25/1993,5.51,3.85
8/26/1993,5.42,3.82
8/27/1993,5.48,3.87
8/30/1993,5.44,3.86
8/31/1993,5.45,3.88
9/1/1993,5.46,3.88
9/2/1993,5.41,3.83
9/3/1993,5.31,3.71
9/6/1993,NULL,NULL
9/7/1993,5.23,3.7
9/8/1993,5.23,3.78
9/9/1993,5.35,3.88
9/10/1993,5.29,3.8
9/13/1993,5.26,3.82
9/14/1993,5.37,3.91
9/15/1993,5.39,3.89
9/16/1993,5.37,3.88
9/17/1993,5.38,3.89
9/20/1993,5.42,3.92
9/21/1993,5.47,3.9
9/22/1993,5.45,3.9
9/23/1993,5.42,3.87
9/24/1993,5.42,3.9
9/27/1993,5.3,3.81
9/28/1993,5.28,3.79
9/29/1993,5.35,3.84
9/30/1993,5.4,3.89
10/1/1993,5.34,3.84
10/4/1993,5.34,3.85
10/5/1993,5.35,3.86
10/6/1993,5.35,3.85
10/7/1993,5.33,3.83
10/8/1993,5.26,3.78
10/11/1993,NULL,NULL
10/12/1993,5.27,3.82
10/13/1993,5.27,3.84
10/14/1993,5.23,3.82
10/15/1993,5.19,3.81
10/18/1993,5.27,3.84
10/19/1993,5.27,3.86
10/20/1993,5.26,3.86
10/21/1993,5.35,3.89
10/22/1993,5.42,3.91
10/25/1993,5.47,3.95
10/26/1993,5.43,3.93
10/27/1993,5.44,3.99
10/28/1993,5.41,3.97
10/29/1993,5.43,3.99
11/1/1993,5.56,4.11
11/2/1993,5.63,4.16
11/3/1993,5.67,4.13
11/4/1993,5.67,4.13
11/5/1993,5.75,4.2
11/8/1993,5.7,4.13
11/9/1993,5.64,4.12
11/10/1993,5.72,4.17
11/11/1993,NULL,NULL
11/12/1993,5.66,4.11
11/15/1993,5.69,4.11
11/16/1993,5.66,4.1
11/17/1993,5.65,4.09
11/18/1993,5.72,4.15
11/19/1993,5.84,4.22
11/22/1993,5.89,4.26
11/23/1993,5.82,4.19
11/24/1993,5.84,4.18
11/25/1993,NULL,NULL
11/26/1993,5.78,4.16
11/29/1993,5.76,4.17
11/30/1993,5.83,4.22
12/1/1993,5.82,4.2
12/2/1993,5.81,4.22
12/3/1993,5.8,4.24
12/6/1993,5.72,4.19
12/7/1993,5.71,4.17
12/8/1993,5.71,4.18
12/9/1993,5.68,4.18
12/10/1993,5.73,4.21
12/13/1993,5.78,4.23
12/14/1993,5.82,4.25
12/15/1993,5.83,4.22
12/16/1993,5.84,4.23
12/17/1993,5.81,4.2
12/20/1993,5.83,4.22
12/21/1993,5.85,4.26
12/22/1993,5.74,4.19
12/23/1993,5.72,4.18
12/24/1993,NULL,NULL
12/27/1993,5.72,4.2
12/28/1993,5.72,4.2
12/29/1993,5.74,4.2
12/30/1993,5.82,4.25
12/31/1993,5.83,4.25
1/3/1994,5.92,4.3
1/4/1994,5.88,4.29
1/5/1994,5.9,4.31
1/6/1994,5.84,4.24
1/7/1994,5.7,4.09
1/10/1994,5.67,4.08
1/11/1994,5.67,4.08
1/12/1994,5.6,4.05
1/13/1994,5.71,4.13
1/14/1994,5.78,4.17
1/17/1994,NULL,NULL
1/18/1994,5.74,4.14
1/19/1994,5.76,4.12
1/20/1994,5.71,4.07
1/21/1994,5.73,4.09
1/24/1994,5.74,4.09
1/25/1994,5.78,4.11
1/26/1994,5.77,4.13
1/27/1994,5.73,4.11
1/28/1994,5.68,4.08
1/31/1994,5.7,4.12
2/1/1994,5.77,4.2
2/2/1994,5.77,4.2
2/3/1994,5.81,4.28
2/4/1994,5.94,4.42
2/7/1994,5.96,4.41
2/8/1994,6.01,4.44
2/9/1994,5.92,4.43
2/10/1994,5.91,4.45
2/11/1994,5.88,4.44
2/14/1994,5.9,4.44
2/15/1994,5.88,4.44
2/16/1994,5.89,4.44
2/17/1994,6,4.5
2/18/1994,6.09,4.57
2/21/1994,NULL,NULL
2/22/1994,6.05,4.57
2/23/1994,6.13,4.67
2/24/1994,6.22,4.72
2/25/1994,6.21,4.72
2/28/1994,6.15,4.67
3/1/1994,6.28,4.81
3/2/1994,6.3,4.79
3/3/1994,6.35,4.83
3/4/1994,6.38,4.88
3/7/1994,6.32,4.87
3/8/1994,6.38,4.92
3/9/1994,6.38,4.96
3/10/1994,6.48,4.96
3/11/1994,6.46,4.95
3/14/1994,6.5,4.99
3/15/1994,6.47,4.99
3/16/1994,6.4,4.96
3/17/1994,6.4,4.94
3/18/1994,6.49,5.03
3/21/1994,6.55,5.09
3/22/1994,6.44,5.03
3/23/1994,6.44,5
3/24/1994,6.58,5.08
3/25/1994,6.61,5.1
3/28/1994,6.63,5.12
3/29/1994,6.71,5.19
3/30/1994,6.78,5.19
3/31/1994,6.77,5.21
4/1/1994,NULL,NULL
4/4/1994,7.16,5.57
4/5/1994,6.97,5.45
4/6/1994,6.93,5.4
4/7/1994,6.86,5.37
4/8/1994,6.94,5.43
4/11/1994,6.92,5.43
4/12/1994,6.87,5.4
4/13/1994,6.93,5.43
4/14/1994,6.97,5.49
4/15/1994,6.97,5.51
4/18/1994,7.14,5.7
4/19/1994,7.1,5.7
4/20/1994,7.05,5.67
4/21/1994,6.91,5.59
4/22/1994,6.93,5.62
4/25/1994,6.86,5.61
4/26/1994,6.86,5.59
4/27/1994,NULL,NULL
4/28/1994,7.04,5.75
4/29/1994,7.06,5.73
5/2/1994,7.09,5.81
5/3/1994,7.13,5.86
5/4/1994,7.14,5.89
5/5/1994,7.11,5.88
5/6/1994,7.35,6.12
5/9/1994,7.49,6.26
5/10/1994,7.33,6.13
5/11/1994,7.4,6.2
5/12/1994,7.36,6.13
5/13/1994,7.29,6.05
5/16/1994,7.24,6.03
5/17/1994,7.03,5.88
5/18/1994,7.03,5.83
5/19/1994,6.96,5.73
5/20/1994,7.02,5.8
5/23/1994,7.19,5.94
5/24/1994,7.17,5.94
5/25/1994,7.14,5.95
5/26/1994,7.09,5.92
5/27/1994,7.12,5.97
5/30/1994,NULL,NULL
5/31/1994,7.17,6.01
6/1/1994,7.12,5.98
6/2/1994,7.07,5.93
6/3/1994,6.98,5.84
6/6/1994,6.91,5.78
6/7/1994,6.95,5.8
6/8/1994,6.96,5.78
6/9/1994,6.98,5.8
6/10/1994,7.03,5.85
6/13/1994,7.07,5.91
6/14/1994,7,5.81
6/15/1994,7.1,5.88
6/16/1994,7.07,5.83
6/17/1994,7.14,5.88
6/20/1994,7.16,5.92
6/21/1994,7.22,6.04
6/22/1994,7.13,5.97
6/23/1994,7.1,5.94
6/24/1994,7.22,6.06
6/27/1994,7.18,6.05
6/28/1994,7.26,6.13
6/29/1994,7.24,6.12
6/30/1994,7.34,6.19
7/1/1994,7.34,6.19
7/4/1994,NULL,NULL
7/5/1994,7.31,6.14
7/6/1994,7.32,6.11
7/7/1994,7.3,6.11
7/8/1994,7.42,6.25
7/11/1994,7.47,6.29
7/12/1994,7.43,6.24
7/13/1994,7.41,6.22
7/14/1994,7.25,6.05
7/15/1994,7.25,6.04
7/18/1994,7.2,5.99
7/19/1994,7.15,5.94
7/20/1994,7.25,6.06
7/21/1994,7.27,6.11
7/22/1994,7.29,6.15
7/25/1994,7.27,6.13
7/26/1994,7.28,6.16
7/27/1994,7.34,6.22
7/28/1994,7.29,6.21
7/29/1994,7.12,5.99
8/1/1994,7.13,6.03
8/2/1994,7.11,5.98
8/3/1994,7.09,5.96
8/4/1994,7.12,5.98
8/5/1994,7.28,6.18
8/8/1994,7.28,6.22
8/9/1994,7.33,6.26
8/10/1994,7.3,6.21
8/11/1994,7.36,6.26
8/12/1994,7.27,6.22
8/15/1994,7.3,6.26
8/16/1994,7.19,6.21
8/17/1994,7.15,6.14
8/18/1994,7.28,6.23
8/19/1994,7.27,6.23
8/22/1994,7.31,6.27
8/23/1994,7.28,6.26
8/24/1994,7.22,6.18
8/25/1994,7.29,6.24
8/26/1994,7.24,6.21
8/29/1994,7.24,6.2
8/30/1994,7.2,6.18
8/31/1994,7.19,6.17
9/1/1994,7.19,6.15
9/2/1994,7.21,6.17
9/5/1994,NULL,NULL
9/6/1994,7.27,6.22
9/7/1994,7.29,6.22
9/8/1994,7.3,6.22
9/9/1994,7.44,6.35
9/12/1994,7.46,6.37
9/13/1994,7.44,6.35
9/14/1994,7.41,6.33
9/15/1994,7.35,6.28
9/16/1994,7.52,6.42
9/19/1994,7.49,6.39
9/20/1994,7.53,6.44
9/21/1994,7.56,6.52
9/22/1994,7.56,6.5
9/23/1994,7.57,6.52
9/26/1994,7.57,6.54
9/27/1994,7.61,6.52
9/28/1994,7.57,6.51
9/29/1994,7.64,6.6
9/30/1994,7.62,6.62
10/3/1994,7.66,6.69
10/4/1994,7.7,6.68
10/5/1994,7.77,6.73
10/6/1994,7.78,6.71
10/7/1994,7.7,6.65
10/10/1994,NULL,NULL
10/11/1994,7.65,6.63
10/12/1994,7.69,6.67
10/13/1994,7.64,6.63
10/14/1994,7.61,6.57
10/17/1994,7.62,6.61
10/18/1994,7.64,6.61
10/19/1994,7.68,6.66
10/20/1994,7.8,6.77
10/21/1994,7.81,6.8
10/24/1994,7.86,6.84
10/25/1994,7.88,6.87
10/26/1994,7.88,6.9
10/27/1994,7.88,6.89
10/28/1994,7.82,6.82
10/31/1994,7.81,6.84
11/1/1994,7.91,6.93
11/2/1994,7.96,6.96
11/3/1994,7.96,6.98
11/4/1994,8.04,7.05
11/7/1994,8.05,7.06
11/8/1994,8.01,7.02
11/9/1994,7.94,7.01
11/10/1994,7.98,7.06
11/11/1994,NULL,NULL
11/14/1994,7.94,7.06
11/15/1994,7.92,7.1
11/16/1994,7.97,7.15
11/17/1994,8.03,7.21
11/18/1994,8.01,7.23
11/21/1994,8.03,7.3
11/22/1994,8,7.29
11/23/1994,7.81,7.18
11/24/1994,NULL,NULL
11/25/1994,7.8,7.19
11/28/1994,7.88,7.35
11/29/1994,7.95,7.44
11/30/1994,7.91,7.4
12/1/1994,7.92,7.42
12/2/1994,7.81,7.44
12/5/1994,7.83,7.58
12/6/1994,7.73,7.44
12/7/1994,7.81,7.48
12/8/1994,7.79,7.51
12/9/1994,7.79,7.53
12/12/1994,7.85,7.62
12/13/1994,7.83,7.71
12/14/1994,7.8,7.59
12/15/1994,7.79,7.54
12/16/1994,7.81,7.59
12/19/1994,7.81,7.59
12/20/1994,7.81,7.56
12/21/1994,7.8,7.58
12/22/1994,7.84,7.7
12/23/1994,7.85,7.74
12/26/1994,NULL,NULL
12/27/1994,7.76,7.67
12/28/1994,7.8,7.71
12/29/1994,7.82,7.69
12/30/1994,7.84,7.69
1/2/1995,NULL,NULL
1/3/1995,7.88,7.73
1/4/1995,7.82,7.62
1/5/1995,7.88,7.66
1/6/1995,7.87,7.64
1/9/1995,7.89,7.68
1/10/1995,7.84,7.63
1/11/1995,7.79,7.58
1/12/1995,7.8,7.56
1/13/1995,7.69,7.39
1/16/1995,NULL,NULL
1/17/1995,7.7,7.44
1/18/1995,7.71,7.48
1/19/1995,7.74,7.49
1/20/1995,7.82,7.5
1/23/1995,7.83,7.5
1/24/1995,7.86,7.57
1/25/1995,7.8,7.5
1/26/1995,7.76,7.39
1/27/1995,7.66,7.29
1/30/1995,7.65,7.23
1/31/1995,7.6,7.26
2/1/1995,7.66,7.33
2/2/1995,7.68,7.4
2/3/1995,7.49,7.14
2/6/1995,7.53,7.18
2/7/1995,7.52,7.19
2/8/1995,7.53,7.18
2/9/1995,7.58,7.23
2/10/1995,7.62,7.33
2/13/1995,7.61,7.32
2/14/1995,7.51,7.21
2/15/1995,7.45,7.12
2/16/1995,7.4,7.02
2/17/1995,7.43,7.07
2/20/1995,NULL,NULL
2/21/1995,7.44,7.09
2/22/1995,7.34,6.92
2/23/1995,7.34,6.92
2/24/1995,7.33,6.89
2/27/1995,7.24,6.79
2/28/1995,7.22,6.79
3/1/1995,7.23,6.81
3/2/1995,7.3,6.88
3/3/1995,7.36,6.89
3/6/1995,7.41,6.96
3/7/1995,7.44,7
3/8/1995,7.36,6.93
3/9/1995,7.3,6.83
3/10/1995,7.23,6.83
3/13/1995,7.19,6.76
3/14/1995,7.09,6.69
3/15/1995,7.09,6.71
3/16/1995,7.05,6.68
3/17/1995,7.12,6.69
3/20/1995,7.12,6.69
3/21/1995,7.16,6.71
3/22/1995,7.21,6.75
3/23/1995,7.21,6.75
3/24/1995,7.09,6.64
3/27/1995,7.05,6.62
3/28/1995,7.16,6.73
3/29/1995,7.16,6.73
3/30/1995,7.18,6.76
3/31/1995,7.2,6.8
4/3/1995,7.14,6.75
4/4/1995,7.12,6.71
4/5/1995,7.12,6.7
4/6/1995,7.09,6.66
4/7/1995,7.11,6.65
4/10/1995,7.12,6.66
4/11/1995,7.09,6.65
4/12/1995,7.06,6.61
4/13/1995,7.03,6.51
4/14/1995,NULL,NULL
4/17/1995,7.04,6.48
4/18/1995,7.04,6.44
4/19/1995,7.06,6.51
4/20/1995,7.02,6.43
4/21/1995,7.01,6.44
4/24/1995,7.01,6.46
4/25/1995,7.01,6.48
4/26/1995,7.01,6.5
4/27/1995,7.04,6.55
4/28/1995,7.07,6.6
5/1/1995,7.09,6.62
5/2/1995,7.04,6.55
5/3/1995,6.96,6.47
5/4/1995,6.85,6.35
5/5/1995,6.69,6.16
5/8/1995,6.7,6.18
5/9/1995,6.61,6.08
5/10/1995,6.66,6.11
5/11/1995,6.68,6.2
5/12/1995,6.67,6.2
5/15/1995,6.62,6.16
5/16/1995,6.57,6.11
5/17/1995,6.53,6.11
5/18/1995,6.61,6.18
5/19/1995,6.61,6.19
5/22/1995,6.63,6.19
5/23/1995,6.57,6.15
5/24/1995,6.44,6.01
5/25/1995,6.39,5.99
5/26/1995,6.4,5.97
5/29/1995,NULL,NULL
5/30/1995,6.3,5.89
5/31/1995,6.3,5.89
6/1/1995,6.2,5.71
6/2/1995,6.1,5.54
6/5/1995,6.08,5.54
6/6/1995,6.08,5.57
6/7/1995,6.2,5.74
6/8/1995,6.22,5.82
6/9/1995,6.4,6.01
6/12/1995,6.37,5.96
6/13/1995,6.14,5.63
6/14/1995,6.15,5.67
6/15/1995,6.18,5.73
6/16/1995,6.21,5.77
6/19/1995,6.13,5.65
6/20/1995,6.16,5.72
6/21/1995,6.13,5.68
6/22/1995,6.04,5.61
6/23/1995,6.06,5.64
6/26/1995,6.11,5.71
6/27/1995,6.15,5.7
6/28/1995,6.1,5.67
6/29/1995,6.28,5.89
6/30/1995,6.21,5.79
7/3/1995,6.21,5.79
7/4/1995,NULL,NULL
7/5/1995,6.19,5.78
7/6/1995,6.05,5.56
7/7/1995,6.04,5.54
7/10/1995,6.04,5.56
7/11/1995,6.09,5.59
7/12/1995,6.1,5.59
7/13/1995,6.09,5.61
7/14/1995,6.15,5.7
7/17/1995,6.22,5.77
7/18/1995,6.25,5.77
7/19/1995,6.43,5.89
7/20/1995,6.43,5.91
7/21/1995,6.53,5.95
7/24/1995,6.46,5.97
7/25/1995,6.43,5.94
7/26/1995,6.48,5.97
7/27/1995,6.43,5.91
7/28/1995,6.49,5.92
7/31/1995,6.45,5.88
8/1/1995,6.5,5.94
8/2/1995,6.44,5.86
8/3/1995,6.53,5.94
8/4/1995,6.5,5.91
8/7/1995,6.48,5.9
8/8/1995,6.47,5.9
8/9/1995,6.47,5.93
8/10/1995,6.51,5.95
8/11/1995,6.59,6.05
8/14/1995,6.59,6.05
8/15/1995,6.57,6.11
8/16/1995,6.54,6.07
8/17/1995,6.57,6.12
8/18/1995,6.57,6.13
8/21/1995,6.54,6.08
8/22/1995,6.57,6.1
8/23/1995,6.6,6.11
8/24/1995,6.5,6
8/25/1995,6.38,5.9
8/28/1995,6.34,5.85
8/29/1995,6.36,5.93
8/30/1995,6.33,5.88
8/31/1995,6.28,5.85
9/1/1995,6.22,5.78
9/4/1995,NULL,NULL
9/5/1995,6.18,5.77
9/6/1995,6.17,5.76
9/7/1995,6.21,5.8
9/8/1995,6.24,5.85
9/11/1995,6.24,5.83
9/12/1995,6.16,5.77
9/13/1995,6.18,5.8
9/14/1995,6.08,5.68
9/15/1995,6.11,5.71
9/18/1995,6.17,5.77
9/19/1995,6.14,5.75
9/20/1995,6.1,5.73
9/21/1995,6.21,5.83
9/22/1995,6.25,5.85
9/25/1995,6.26,5.89
9/26/1995,6.28,5.88
9/27/1995,6.3,5.92
9/28/1995,6.28,5.92
9/29/1995,6.17,5.83
10/2/1995,6.15,5.82
10/3/1995,6.13,5.8
10/4/1995,6.12,5.75
10/5/1995,6.06,5.72
10/6/1995,6.06,5.73
10/9/1995,NULL,NULL
10/10/1995,6.07,5.74
10/11/1995,6.09,5.75
10/12/1995,6.07,5.72
10/13/1995,5.97,5.67
10/16/1995,5.97,5.67
10/17/1995,5.97,5.65
10/18/1995,5.99,5.67
10/19/1995,5.98,5.67
10/20/1995,6.04,5.72
10/23/1995,6.07,5.76
10/24/1995,6.02,5.68
10/25/1995,6,5.64
10/26/1995,6.06,5.61
10/27/1995,6.05,5.64
10/30/1995,6.04,5.62
10/31/1995,6.03,5.61
11/1/1995,5.98,5.52
11/2/1995,5.92,5.46
11/3/1995,5.94,5.49
11/6/1995,5.96,5.51
11/7/1995,5.99,5.54
11/8/1995,5.92,5.47
11/9/1995,5.97,5.49
11/10/1995,6,5.52
11/13/1995,5.98,5.49
11/14/1995,5.97,5.47
11/15/1995,6,5.53
11/16/1995,5.93,5.46
11/17/1995,5.92,5.46
11/20/1995,5.93,5.46
11/21/1995,5.92,5.49
11/22/1995,5.93,5.51
11/23/1995,NULL,NULL
11/24/1995,5.91,5.49
11/27/1995,5.88,5.46
11/28/1995,5.88,5.45
11/29/1995,5.85,5.43
11/30/1995,5.76,5.36
12/1/1995,5.71,5.32
12/4/1995,5.63,5.27
12/5/1995,5.65,5.29
12/6/1995,5.67,5.32
12/7/1995,5.72,5.39
12/8/1995,5.73,5.39
12/11/1995,5.71,5.38
12/12/1995,5.72,5.39
12/13/1995,5.74,5.39
12/14/1995,5.74,5.38
12/15/1995,5.75,5.36
12/18/1995,5.85,5.43
12/19/1995,5.81,5.36
12/20/1995,5.76,5.33
12/21/1995,5.77,5.33
12/22/1995,5.71,5.28
12/25/1995,NULL,NULL
12/26/1995,5.69,5.27
12/27/1995,5.66,5.23
12/28/1995,5.63,5.2
12/29/1995,5.58,5.18
1/1/1996,NULL,NULL
1/2/1996,5.6,5.18
1/3/1996,5.58,5.17
1/4/1996,5.65,5.17
1/5/1996,5.69,5.2
1/8/1996,5.68,5.2
1/9/1996,5.7,5.18
1/10/1996,5.8,5.22
1/11/1996,5.78,5.22
1/12/1996,5.75,5.17
1/15/1996,NULL,NULL
1/16/1996,5.66,5.08
1/17/1996,5.58,5.05
1/18/1996,5.53,5.01
1/19/1996,5.54,5.03
1/22/1996,5.61,5.08
1/23/1996,5.66,5.09
1/24/1996,5.62,5.07
1/25/1996,5.7,5.11
1/26/1996,5.65,5.08
1/29/1996,5.69,5.1
1/30/1996,5.63,5.02
1/31/1996,5.6,4.93
2/1/1996,5.63,4.93
2/2/1996,5.66,4.9
2/5/1996,5.7,4.95
2/6/1996,5.68,4.93
2/7/1996,5.66,4.92
2/8/1996,5.66,4.9
2/9/1996,5.66,4.85
2/12/1996,5.61,4.83
2/13/1996,5.58,4.8
2/14/1996,5.62,4.82
2/15/1996,5.7,4.87
2/16/1996,5.76,4.9
2/19/1996,NULL,NULL
2/20/1996,6.01,5.18
2/21/1996,5.98,5.16
2/22/1996,5.92,5.11
2/23/1996,5.97,5.13
2/26/1996,6.01,5.18
2/27/1996,6.06,5.28
2/28/1996,6.11,5.43
2/29/1996,6.13,5.44
3/1/1996,5.99,5.26
3/4/1996,5.92,5.21
3/5/1996,5.96,5.28
3/6/1996,6.05,5.36
3/7/1996,6.07,5.4
3/8/1996,6.41,5.73
3/11/1996,6.33,5.71
3/12/1996,6.36,5.78
3/13/1996,6.35,5.73
3/14/1996,6.36,5.7
3/15/1996,6.46,5.87
3/18/1996,6.43,5.89
3/19/1996,6.41,5.85
3/20/1996,6.34,5.76
3/21/1996,6.28,5.72
3/22/1996,6.32,5.74
3/25/1996,6.26,5.69
3/26/1996,6.25,5.72
3/27/1996,6.34,5.81
3/28/1996,6.41,5.88
3/29/1996,6.34,5.79
4/1/1996,6.31,5.79
4/2/1996,6.25,5.74
4/3/1996,6.27,5.77
4/4/1996,6.33,5.83
4/5/1996,6.57,6.09
4/8/1996,6.63,6.11
4/9/1996,6.56,6.06
4/10/1996,6.63,6.1
4/11/1996,6.68,6.12
4/12/1996,6.52,5.96
4/15/1996,6.47,5.93
4/16/1996,6.48,5.91
4/17/1996,6.52,5.96
4/18/1996,6.58,6.02
4/19/1996,6.53,5.95
4/22/1996,6.48,5.92
4/23/1996,6.52,5.93
4/24/1996,6.57,5.95
4/25/1996,6.56,5.99
4/26/1996,6.54,5.92
4/29/1996,6.59,5.98
4/30/1996,6.66,6.03
5/1/1996,6.68,6.03
5/2/1996,6.85,6.16
5/3/1996,6.9,6.2
5/6/1996,6.86,6.15
5/7/1996,6.87,6.2
5/8/1996,6.78,6.15
5/9/1996,6.84,6.14
5/10/1996,6.75,6.04
5/13/1996,6.72,6.06
5/14/1996,6.66,6.01
5/15/1996,6.65,6.01
5/16/1996,6.7,6.08
5/17/1996,6.65,6.04
